time,temperature_2m (°C),relative_humidity_2m (%),precipitation (mm),cloud_cover (%),wind_speed_10m (km/h),wind_direction_10m (°),soil_temperature_0_to_7cm (°C),is_day ()
2023-09-08T10:00,28.0,77,0.00,31,6.9,186,26.6,1
2023-09-08T11:00,29.2,74,0.00,34,5.2,168,28.3,1
2023-09-08T12:00,30.3,69,0.00,19,9.1,162,29.9,1
2023-09-08T13:00,30.6,65,0.00,6,11.7,171,30.9,1
2023-09-08T14:00,29.6,70,0.00,31,13.6,168,31.2,1
2023-09-08T15:00,28.2,77,0.00,8,15.2,173,30.8,1
2023-09-08T16:00,27.4,83,0.00,54,16.8,171,30.4,1
2023-09-08T17:00,25.5,81,1.00,61,8.1,238,29.3,1
2023-09-08T18:00,24.1,88,0.00,47,11.2,50,27.5,1
2023-09-08T19:00,25.3,91,0.00,49,4.4,81,26.8,0
2023-09-08T20:00,24.0,95,1.00,75,12.9,144,26.0,0
2023-09-08T21:00,22.3,97,2.60,100,2.3,39,25.1,0
2023-09-08T22:00,21.3,97,0.00,67,14.2,69,24.2,0
2023-09-08T23:00,20.9,98,0.00,46,1.9,202,23.5,0
2023-09-09T00:00,20.7,98,0.00,42,5.8,83,23.0,0
2023-09-09T01:00,20.7,98,0.00,27,8.9,117,22.6,0
2023-09-09T02:00,21.0,97,0.00,38,5.5,148,22.4,0
2023-09-09T03:00,21.3,96,0.00,19,5.7,235,22.2,0
2023-09-09T04:00,21.5,96,0.00,14,2.7,293,21.9,0
2023-09-09T05:00,20.5,99,0.00,62,1.8,349,21.6,0
2023-09-09T06:00,20.8,98,0.00,100,3.2,27,21.6,1
2023-09-09T07:00,24.1,94,0.00,59,6.9,9,24.6,1
2023-09-09T08:00,25.6,86,0.00,87,8.1,77,25.3,1
2023-09-09T09:00,26.4,81,0.10,100,9.4,130,26.1,1
2023-09-09T10:00,27.7,75,0.00,43,6.7,144,27.2,1
2023-09-09T11:00,27.8,74,0.40,59,9.4,130,28.1,1
2023-09-09T12:00,28.2,73,0.90,53,7.8,146,28.5,1
2023-09-09T13:00,27.2,74,0.80,56,7.9,129,28.4,1
2023-09-09T14:00,27.2,76,0.20,84,5.5,101,28.4,1
2023-09-09T15:00,23.8,84,4.30,100,4.5,119,27.8,1
2023-09-09T16:00,24.0,85,0.10,100,6.1,135,26.3,1
2023-09-09T17:00,24.1,87,0.00,100,8.2,113,25.6,1
2023-09-09T18:00,23.6,90,0.00,83,7.4,119,25.0,1
2023-09-09T19:00,22.8,90,0.00,36,6.9,152,25.1,0
2023-09-09T20:00,20.7,93,5.10,100,11.3,7,24.0,0
2023-09-09T21:00,20.8,92,0.10,100,15.2,158,23.1,0
2023-09-09T22:00,20.9,93,0.00,30,7.2,323,22.5,0
2023-09-09T23:00,20.4,97,0.00,11,4.9,36,22.2,0
2023-09-10T00:00,19.9,98,0.00,54,6.6,45,21.9,0
2023-09-10T01:00,19.6,99,0.00,36,6.9,99,21.6,0
2023-09-10T02:00,19.9,97,0.00,72,4.5,119,21.4,0
2023-09-10T03:00,20.7,96,0.00,95,4.7,113,21.4,0
2023-09-10T04:00,21.1,97,0.00,77,8.3,185,21.5,0
2023-09-10T05:00,21.8,95,0.00,86,5.2,254,21.6,0
2023-09-10T06:00,22.0,96,0.00,98,2.3,39,21.5,1
2023-09-10T07:00,22.8,98,0.00,100,2.5,360,23.2,1
2023-09-10T08:00,21.9,98,6.20,100,11.8,168,23.2,1
2023-09-10T09:00,22.3,95,0.50,94,11.0,157,23.0,1
2023-09-10T10:00,22.9,89,0.30,77,10.3,192,23.2,1
2023-09-10T11:00,24.3,84,0.70,91,7.6,245,24.1,1
2023-09-10T12:00,24.0,85,0.70,100,6.6,292,24.1,1
2023-09-10T13:00,24.3,83,0.30,100,6.0,327,24.4,1
2023-09-10T14:00,24.2,83,0.30,92,6.8,357,24.5,1
2023-09-10T15:00,23.9,83,0.10,68,7.1,24,24.3,1
2023-09-10T16:00,24.3,80,0.00,53,7.1,41,24.4,1
2023-09-10T17:00,24.0,79,0.20,100,5.8,83,24.4,1
2023-09-10T18:00,22.6,89,0.20,91,4.5,104,23.9,1
2023-09-10T19:00,20.8,93,0.10,64,8.3,108,24.4,0
2023-09-10T20:00,20.8,97,9.60,100,5.4,340,23.2,0
2023-09-10T21:00,20.3,99,10.30,100,8.5,348,22.6,0
2023-09-10T22:00,20.1,97,6.60,100,5.2,344,22.1,0
2023-09-10T23:00,20.1,98,6.00,60,7.6,8,21.8,0
