time,temperature_2m (°C),relative_humidity_2m (%),precipitation (mm),cloud_cover (%),wind_speed_10m (km/h),wind_direction_10m (°),soil_temperature_0_to_7cm (°C),is_day ()
2023-06-08T02:00,16.3,75,0.00,0,10.0,38,18.7,0
2023-06-08T03:00,15.5,81,0.00,0,9.7,31,18.2,0
2023-06-08T04:00,15.0,86,0.00,0,9.5,29,17.7,0
2023-06-08T05:00,14.5,89,0.00,0,9.0,23,17.2,1
2023-06-08T06:00,15.3,84,0.00,0,11.3,27,17.1,1
2023-06-08T07:00,16.8,78,0.00,0,10.3,29,17.7,1
2023-06-08T08:00,18.6,72,0.00,0,11.4,35,18.8,1
2023-06-08T09:00,20.5,67,0.00,0,11.5,39,20.3,1
2023-06-08T10:00,22.5,61,0.00,0,12.5,44,21.9,1
2023-06-08T11:00,24.0,51,0.00,11,13.9,59,23.6,1
2023-06-08T12:00,24.9,46,0.00,10,13.0,66,24.9,1
2023-06-08T13:00,25.8,43,0.00,11,12.2,66,26.2,1
2023-06-08T14:00,26.4,40,0.00,9,9.2,59,27.3,1
2023-06-08T15:00,27.0,38,0.00,7,10.2,51,27.9,1
2023-06-08T16:00,27.3,37,0.00,9,12.6,53,28.2,1
2023-06-08T17:00,27.2,36,0.00,10,14.6,57,28.1,1
2023-06-08T18:00,26.4,38,0.00,9,17.5,58,27.6,1
2023-06-08T19:00,25.5,40,0.00,7,16.0,59,26.7,1
2023-06-08T20:00,24.2,45,0.00,4,12.6,59,25.6,1
2023-06-08T21:00,22.6,49,0.00,4,11.6,60,24.4,0
2023-06-08T22:00,21.2,55,0.00,0,10.7,50,23.2,0
2023-06-08T23:00,19.8,63,0.00,0,10.2,48,22.2,0
2023-06-09T00:00,18.8,67,0.00,1,8.8,55,21.3,0
2023-06-09T01:00,17.9,69,0.00,0,8.2,52,20.4,0
2023-06-09T02:00,17.8,76,0.00,0,8.9,43,19.4,0
2023-06-09T03:00,16.8,80,0.00,1,7.9,39,18.9,0
2023-06-09T04:00,16.2,82,0.00,2,7.4,47,18.4,0
2023-06-09T05:00,15.8,82,0.00,2,7.0,55,18.0,1
2023-06-09T06:00,17.0,77,0.00,9,6.8,72,18.0,1
2023-06-09T07:00,19.0,70,0.00,0,8.4,50,18.7,1
2023-06-09T08:00,21.2,61,0.00,27,10.5,59,19.9,1
2023-06-09T09:00,23.4,56,0.00,30,9.6,77,21.5,1
2023-06-09T10:00,25.4,52,0.00,30,10.9,98,23.2,1
2023-06-09T11:00,26.9,47,0.00,29,14.2,97,24.8,1
2023-06-09T12:00,28.3,38,0.00,35,16.5,101,26.3,1
2023-06-09T13:00,28.8,33,0.00,43,17.2,100,27.3,1
2023-06-09T14:00,29.6,31,0.00,44,19.1,101,28.5,1
2023-06-09T15:00,29.6,31,0.00,48,19.3,117,29.0,1
2023-06-09T16:00,29.1,32,0.00,36,17.3,113,29.0,1
2023-06-09T17:00,29.0,32,0.00,32,15.5,103,28.7,1
2023-06-09T18:00,28.8,32,0.00,33,14.8,103,28.2,1
2023-06-09T19:00,28.0,36,0.00,41,13.1,81,27.6,1
2023-06-09T20:00,25.9,44,0.00,33,13.6,68,26.6,1
2023-06-09T21:00,24.5,45,0.00,30,13.8,84,25.5,0
2023-06-09T22:00,22.9,52,0.00,28,9.1,99,24.4,0
2023-06-09T23:00,21.5,60,0.00,6,6.9,96,23.4,0
2023-06-10T00:00,20.4,66,0.00,2,6.4,106,22.5,0
2023-06-10T01:00,20.5,71,0.00,52,6.0,115,22.1,0
2023-06-10T02:00,20.4,70,0.00,35,7.4,133,21.6,0
2023-06-10T03:00,19.6,74,0.00,15,6.1,130,21.1,0
2023-06-10T04:00,18.4,81,0.00,4,5.9,142,20.4,0
2023-06-10T05:00,17.9,85,0.00,2,6.9,152,19.9,1
2023-06-10T06:00,18.6,85,0.00,1,7.9,133,19.8,1
2023-06-10T07:00,20.2,82,0.00,7,8.0,144,20.4,1
2023-06-10T08:00,21.9,78,0.00,13,9.0,143,21.5,1
2023-06-10T09:00,23.5,70,0.00,9,11.2,147,22.9,1
2023-06-10T10:00,25.1,60,0.00,31,12.5,141,24.4,1
2023-06-10T11:00,25.8,59,0.00,72,12.2,135,25.7,1
2023-06-10T12:00,26.0,58,0.00,50,13.3,142,26.5,1
2023-06-10T13:00,26.4,52,0.00,36,13.2,119,27.9,1
2023-06-10T14:00,26.9,51,0.00,35,13.0,93,28.4,1
2023-06-10T15:00,27.6,48,0.00,26,13.0,104,28.6,1
2023-06-10T16:00,27.2,48,0.20,68,14.3,146,28.8,1
2023-06-10T17:00,24.6,62,0.30,67,12.0,196,27.8,1
2023-06-10T18:00,24.9,59,0.00,51,4.3,222,27.0,1
2023-06-10T19:00,25.1,59,0.00,50,2.5,180,26.5,1
2023-06-10T20:00,24.3,73,0.00,51,1.5,76,25.7,1
2023-06-10T21:00,22.8,72,0.00,78,4.4,171,24.7,0
2023-06-10T22:00,21.9,76,0.00,88,4.8,167,23.8,0
2023-06-10T23:00,21.8,75,0.00,59,5.8,173,23.1,0
2023-06-11T00:00,20.8,82,0.00,79,5.3,208,22.5,0
2023-06-11T01:00,20.2,91,0.00,93,4.4,235,21.8,0
2023-06-11T02:00,19.8,94,1.80,69,2.9,360,21.2,0
2023-06-11T03:00,18.7,97,7.60,68,7.9,321,20.5,0
2023-06-11T04:00,18.4,96,5.90,100,5.8,83,20.1,0
2023-06-11T05:00,18.5,94,0.40,50,7.9,141,19.8,1
2023-06-11T06:00,18.5,94,0.00,46,4.8,138,19.6,1
2023-06-11T07:00,19.2,93,0.00,36,6.3,204,19.9,1
2023-06-11T08:00,20.3,87,0.00,79,7.9,240,20.6,1
2023-06-11T09:00,21.8,81,0.00,94,6.6,257,21.7,1
2023-06-11T10:00,22.9,76,0.10,58,5.1,274,22.8,1
2023-06-11T11:00,23.7,73,0.30,100,4.4,279,24.0,1
2023-06-11T12:00,24.0,70,0.30,100,4.7,293,24.4,1
2023-06-11T13:00,25.0,64,0.40,58,4.2,239,26.7,1
2023-06-11T14:00,24.5,65,0.10,66,5.4,270,26.9,1
2023-06-11T15:00,24.4,67,0.10,82,7.2,264,27.4,1
2023-06-11T16:00,23.2,70,2.70,100,15.4,307,27.3,1
2023-06-11T17:00,20.9,84,5.80,93,4.5,61,25.3,1
2023-06-11T18:00,21.5,81,0.00,60,10.4,314,24.2,1
2023-06-11T19:00,21.9,79,0.00,34,6.3,336,23.6,1
2023-06-11T20:00,21.7,81,0.00,21,6.0,303,23.0,1
2023-06-11T21:00,20.7,85,0.00,22,7.4,313,22.3,0
2023-06-11T22:00,20.0,87,0.00,52,11.5,321,21.6,0
2023-06-11T23:00,19.4,87,0.00,38,12.6,323,21.1,0
