time,temperature_2m (°C),relative_humidity_2m (%),precipitation (mm),cloud_cover (%),wind_speed_10m (km/h),wind_direction_10m (°),soil_temperature_0_to_7cm (°C),is_day ()
2023-07-15T13:00,19.1,64,0.20,36,39.5,212,19.7,1
2023-07-15T14:00,19.2,57,0.30,44,38.8,217,19.8,1
2023-07-15T15:00,19.3,57,0.20,24,39.2,219,19.9,1
2023-07-15T16:00,18.7,59,0.20,17,41.6,222,19.9,1
2023-07-15T17:00,18.2,62,0.00,21,40.8,221,19.7,1
2023-07-15T18:00,17.5,67,0.00,25,37.7,218,19.3,1
2023-07-15T19:00,16.7,70,0.00,60,34.7,215,18.7,1
2023-07-15T20:00,16.0,74,0.00,19,34.4,215,18.1,1
2023-07-15T21:00,15.5,78,0.00,10,31.7,216,17.5,0
2023-07-15T22:00,15.0,80,0.00,42,29.6,221,17.0,0
2023-07-15T23:00,15.3,80,0.00,32,28.3,224,16.7,0
2023-07-16T00:00,15.3,82,0.00,24,27.0,224,17.3,0
2023-07-16T01:00,15.2,83,0.00,11,27.3,229,16.9,0
2023-07-16T02:00,15.1,80,0.00,0,26.1,232,16.5,0
2023-07-16T03:00,14.5,78,0.00,0,24.6,232,16.2,0
2023-07-16T04:00,14.1,76,0.00,1,23.5,230,15.8,0
2023-07-16T05:00,14.2,75,0.00,0,22.5,230,15.6,1
2023-07-16T06:00,15.0,72,0.00,5,22.3,231,15.8,1
2023-07-16T07:00,16.2,67,0.00,21,28.5,235,16.4,1
2023-07-16T08:00,17.3,62,0.00,41,30.2,239,17.1,1
2023-07-16T09:00,18.2,57,0.00,55,30.5,237,17.9,1
2023-07-16T10:00,18.9,52,0.00,94,30.3,238,18.6,1
2023-07-16T11:00,19.9,48,0.00,59,30.5,237,19.4,1
2023-07-16T12:00,20.3,49,0.00,62,29.1,234,20.0,1
2023-07-16T13:00,19.9,50,0.00,58,29.5,235,20.4,1
2023-07-16T14:00,19.9,50,0.10,61,30.0,232,20.6,1
2023-07-16T15:00,19.4,53,0.00,53,29.8,233,20.6,1
2023-07-16T16:00,19.2,53,0.00,60,28.2,235,20.5,1
2023-07-16T17:00,18.7,55,0.00,45,27.4,232,20.3,1
2023-07-16T18:00,17.7,60,0.00,65,25.6,232,19.7,1
2023-07-16T19:00,17.0,66,0.00,76,22.7,228,19.0,1
2023-07-16T20:00,16.0,70,0.00,23,20.1,226,18.3,1
2023-07-16T21:00,15.1,74,0.00,8,18.8,227,17.6,0
2023-07-16T22:00,14.4,78,0.00,22,17.3,228,17.0,0
2023-07-16T23:00,14.0,82,0.00,11,16.1,228,16.5,0
